t 
0.02241
0.05335
0.08363
0.12355
0.15408
0.18502
0.22629
0.25652
0.28634
0.32652
0.35676
0.38672
0.42702
0.45738
0.48862
0.52871
0.55859
0.58854
0.62869
0.65911
0.69092
0.73161
0.76169
0.79593
0.83714
0.86802
0.89809
0.93936
0.97102
1.00114
1.04183
1.07178
1.10194
1.14219
1.172
1.20511
1.24637
1.27661
1.3065
1.3487
1.38005
1.41005
1.45017
1.48014
1.51018
1.55188
1.58149
1.6118
1.65634
1.68595
1.71595
1.75828
1.78808
1.81934
1.86098
1.89174
1.92258
1.96324
1.99337
2.02588
2.06586
2.09692
2.12798
2.16786
2.19798
2.22792
2.26853
2.30212
2.33444
2.37562
2.40576
2.43564
2.47572
2.50875
2.53918
2.57954
2.60955
2.64037
2.68085
2.71065
2.74181
2.78224
2.81319
2.84402
2.88395
2.91569
2.94973
2.99041
3.02077
3.05143
3.09209
3.12268
3.15223
3.19281
3.2233
3.25471
3.29607
3.32613
3.35622
3.39692
3.42693
3.45702
3.49736
3.53054
3.56055
3.60062
3.63123
3.66114
3.70403
3.73419
3.76525
3.80542
3.83521
3.86646
3.90646
3.93648
3.96804
4.00809
4.03821
4.0695
4.10989
4.13984
4.16996
4.21005
4.23998
4.27011
4.31037
4.34125
4.37139
4.41545
4.44579
4.47565
4.51768
4.54765
4.57775
4.61798
4.64804
4.67955
4.72099
4.75218
4.78211
4.82231
4.8537
4.88525
4.92526
4.95525
4.98706
5.02644
5.05647
5.08686
5.12674
5.15663
5.18722
5.22725
5.25733
5.28745
5.32755
5.35899
5.3888
5.4298
5.46017
5.49091
5.5309
5.56111
5.59192
5.63422
5.66569
5.69552
5.73661
5.76704
5.79681
5.83914
5.86913
5.89901
