x y yaw v w 
0.75487 1.58489 2.25272 1.0 1.0
0.72904 1.61543 2.29272 1.0 1.0
0.70888 1.63764 2.32272 1.0 1.0
0.68806 1.65924 2.35272 1.0 1.0
0.65935 1.68709 2.39039 1.0 0.87229
0.63717 1.70729 2.41517 1.0 0.80279
0.6145 1.72694 2.43926 1.0 0.7333
0.5836 1.75234 2.4672 1.0 0.66381
0.55999 1.77085 2.48572 1.0 0.59431
0.53608 1.78896 2.50147 1.0 0.52482
0.50375 1.81252 2.52107 1.0 0.45532
0.47925 1.82982 2.53264 1.0 0.38583
0.45456 1.84687 2.54213 1.0 0.31633
0.42208 1.86882 2.55201 0.94682 0.17734
0.39843 1.88456 2.55733 0.91351 0.10785
0.37583 1.89945 2.55987 0.88021 0.03835
0.34696 1.91842 2.56001 0.84691 -0.03114
0.3263 1.93203 2.55769 0.81361 -0.10064
0.3068 1.94499 2.55258 0.78031 -0.17013
0.28146 1.96205 2.54439 0.74701 -0.23962
0.26381 1.97417 2.53512 0.7137 -0.30912
0.24711 1.9859 2.52376 0.6804 -0.37861
0.22608 2.00115 2.50488 0.6626 -0.47266
0.21018 2.01308 2.4907 0.6892 -0.47404
0.19382 2.02572 2.47648 0.71579 -0.47542
0.17105 2.04394 2.45743 0.74239 -0.47681
0.15348 2.05848 2.4431 0.76899 -0.47819
0.13532 2.07396 2.42871 0.79558 -0.47958
0.11065 2.09571 2.40948 0.82218 -0.48096
0.09183 2.11286 2.395 0.84878 -0.48234
0.07269 2.13084 2.38049 0.87538 -0.48373
0.04681 2.15597 2.36109 0.92857 -0.4865
0.02716 2.17572 2.34649 0.95517 -0.48788
0.00706 2.19652 2.33184 0.98176 -0.48926
-0.01999 2.22548 2.31225 1.0 -0.49065
-0.04009 2.24776 2.2975 1.0 -0.49203
-0.05986 2.27032 2.2827 1.0 -0.49341
-0.08569 2.30087 2.26293 1.0 -0.4948
-0.10466 2.3241 2.24806 1.0 -0.49618
-0.12329 2.34762 2.23313 1.0 -0.49757
-0.14757 2.37941 2.21315 1.0 -0.50033
-0.16536 2.40356 2.19811 1.0 -0.50172
-0.18278 2.42798 2.18304 1.0 -0.5031
-0.20544 2.46095 2.16289 1.0 -0.50449
-0.22199 2.48596 2.14773 1.0 -0.50587
-0.23817 2.51123 2.13251 1.0 -0.50725
-0.25913 2.5453 2.11219 1.0 -0.50864
-0.27439 2.57113 2.09691 1.0 -0.51002
-0.28926 2.59718 2.08157 1.0 -0.51141
-0.30845 2.63228 2.06105 1.0 -0.51417
-0.32237 2.65885 2.04563 1.0 -0.51556
-0.33588 2.68564 2.03016 1.0 -0.5174
-0.35323 2.72168 2.00858 1.0 -0.56188
-0.36572 2.74896 1.99083 1.0 -0.60636
-0.3777 2.77646 1.9722 1.0 -0.65084
-0.39281 2.81349 1.94438 1.0 -0.69531
-0.40346 2.84154 1.92263 1.0 -0.73979
-0.41347 2.86982 1.89911 1.0 -0.78427
-0.42573 2.90789 1.86596 1.0 -0.87323
-0.43408 2.93671 1.83887 1.0 -0.9177
-0.44162 2.96574 1.81134 1.0 -0.96218
-0.45039 3.00476 1.77209 1.0 -1.0
-0.45595 3.03424 1.74209 1.0 -1.0
-0.46062 3.06388 1.71209 1.0 -1.0
-0.46546 3.10358 1.67209 1.0 -1.0
-0.46805 3.13347 1.64209 1.0 -1.0
-0.46973 3.16342 1.61209 1.0 -1.0
-0.47059 3.20341 1.57209 1.0 -1.0
-0.47017 3.2334 1.54209 1.0 -1.0
-0.46886 3.26337 1.51209 1.0 -1.0
-0.46572 3.30325 1.47209 1.0 -1.0
-0.46232 3.33305 1.44209 1.0 -1.0
-0.45802 3.36274 1.41209 1.0 -1.0
-0.45091 3.4021 1.37209 1.0 -1.0
-0.44455 3.43142 1.34209 1.0 -1.0
-0.43731 3.46053 1.31209 1.0 -1.0
-0.42631 3.49898 1.27209 1.0 -1.0
-0.41705 3.52752 1.24209 1.0 -1.0
-0.40694 3.55576 1.21209 1.0 -1.0
-0.39215 3.59293 1.17209 1.0 -1.0
-0.38009 3.6204 1.14209 1.0 -1.0
-0.36721 3.64749 1.11209 1.0 -1.0
-0.34879 3.68299 1.07209 1.0 -1.0
-0.33405 3.70912 1.04209 1.0 -1.0
-0.31853 3.73479 1.01209 1.0 -1.0
-0.29665 3.76828 0.97209 1.0 -1.0
-0.27938 3.7928 0.94209 1.0 -1.0
-0.26137 3.8168 0.91209 1.0 -1.0
-0.23626 3.84793 0.87209 1.0 -1.0
-0.21663 3.87061 0.84209 1.0 -1.0
-0.19632 3.89269 0.81209 1.0 -1.0
-0.16822 3.92116 0.77209 1.0 -1.0
-0.14642 3.94176 0.74209 1.0 -1.0
-0.12401 3.9617 0.71209 1.0 -1.0
-0.09393 3.98664 0.67209 0.95366 -1.0
-0.07227 4.00336 0.64209 0.89126 -1.0
-0.05113 4.01869 0.61209 0.82886 -1.0
-0.02467 4.0365 0.57209 0.76646 -1.0
-0.00621 4.048 0.54209 0.70405 -1.0
0.01042 4.0577 0.51365 0.64165 -0.94809
0.0308 4.06872 0.47783 0.57925 -0.89549
0.03595 4.07136 0.46888 0.0 0.0
0.03595 4.07136 0.46888 0.0 0.0
0.03595 4.07136 0.46888 0.0 0.0
0.03595 4.07136 0.46888 0.0 0.0
0.03595 4.07136 0.46888 0.0 0.0
