x y yaw v w 
1.48656 2.97991 1.52155 0.93225 -0.37366
1.48884 3.0191 1.5059 0.96637 -0.38535
1.49066 3.04932 1.4936 0.9773 -0.39705
1.49259 3.07948 1.48126 0.89255 -0.36448
1.495 3.11973 1.46467 1.00779 -0.4152
1.49814 3.14992 1.45177 1.00998 -0.42926
1.50278 3.17983 1.43719 1.01309 -0.48813
1.50827 3.2189 1.41738 0.95708 -0.48065
1.51194 3.24816 1.40245 0.94253 -0.47747
1.51556 3.27766 1.38643 0.98761 -0.53325
1.52076 3.31806 1.36398 0.98915 -0.54705
1.5255 3.34864 1.34673 1.03032 -0.57552
1.53056 3.37922 1.32936 1.02566 -0.57679
1.53996 3.41985 1.306 1.01732 -0.57006
1.54876 3.44891 1.28852 1.01351 -0.58341
1.55827 3.47651 1.27082 0.97389 -0.59111
1.57107 3.51303 1.24731 0.94299 -0.57283
1.58061 3.54025 1.23001 0.95479 -0.57285
1.59071 3.56733 1.21309 0.90334 -0.52876
1.6053 3.60556 1.18889 1.00697 -0.59571
1.6173 3.63468 1.17036 1.04732 -0.61592
1.62952 3.66381 1.15182 1.00426 -0.58965
1.6472 3.70011 1.12504 1.0074 -0.66811
1.65982 3.72729 1.10518 0.92677 -0.61466
1.67234 3.7551 1.08406 0.98103 -0.68071
1.68998 3.79241 1.05457 1.02312 -0.73303
1.70422 3.81979 1.03153 1.03408 -0.77314
1.71982 3.84561 1.00836 0.97162 -0.74682
1.74195 3.87901 0.97816 0.99731 -0.7516
1.7579 3.90487 0.95496 0.96956 -0.74171
1.77541 3.9297 0.93143 0.97254 -0.75376
1.79966 3.96342 0.89984 0.99567 -0.75794
1.81879 3.98664 0.87634 0.98456 -0.76922
1.83834 4.00908 0.85289 0.95765 -0.7542
1.8633 4.03997 0.82227 0.96402 -0.7453
1.88244 4.06246 0.79938 0.93739 -0.72798
1.90062 4.08245 0.77557 0.90266 -0.79677
1.92449 4.10574 0.74416 0.8326 -0.78476
1.94243 4.12182 0.72122 0.7905 -0.75218
1.96017 4.13723 0.69878 0.76578 -0.73195
1.98169 4.15543 0.67207 0.66396 -0.62918
1.99769 4.16823 0.65299 0.6873 -0.64018
2.00402 4.17274 0.63167 0.25745 -0.70643
2.00598 4.17486 0.60359 0.06974 -0.6963
2.00608 4.17576 0.58698 0.01947 -0.55605
2.0057 4.1764 0.57446 0.00103 -0.39831
